file_name,title_ch,author_ch,journal,year,issue,abstract_ch
0131.txt,同种异体肾移植手术的护理配合,魏小红; 洪燕,实用临床医学; Practical Clinical Medicine,2004,2,
0132.txt,同种异体肝移植治疗终末期肝病的探讨(附10例报告),赵中辛; 张辉; 丁友成; 庄志强; 孙国荣; 所广军; 过欣来; 丁涵之; 周主青; 黄安华; 刘菲; 刘中民,临床外科杂志; Journal of Clinical Surgery,2004,8,目的　探讨原位肝移植在治疗终未期肝硬化和中晚期原发性肝癌的临床应用。方法　对 10例肝移植病人的临床资料进行回顾性分析。结果　 2例术后经病理证实发生排斥反应 ，其中 1例肝硬化合并肝癌的病人 ，应用大剂量甲基强的松龙冲击治疗后继发全身霉菌感染 ，术后 2 8d死亡。余 9例目前仍存活 ，移植肝功能良好 ，时间为 40～ 2 85d。结论　原位肝移植作为成熟的技术 ，对于治疗终末期良性肝脏疾病和原发性肝癌 ，在我国可适当推广和应用。
0133.txt,同种异体原位心脏移植的临床研究(附5例报道),吴若彬; 张镜芳; 林曙光; 肖学钧; 杨小慧; 陈纪言; 郑少忆; 范瑞新; 卢聪; 陈伟达; 罗沙; 黄克力,岭南心血管病杂志; South China Journal of Cardiovascular Diseases,2004,4,目的　总结 5例心脏移植经验 ，探讨心脏移植的近远期疗效。方法　 1998年 10月至 2 0 0 3年 12月施行5例原位心脏移植 ，5例均为心肌病 ，其中 3例为扩张型 ，2例为限制型 ，手术方法采用标准法 4例、双腔静脉法 1例 ，供心平均冷缺血时间为 (16 5 .6± 2 6  3)min ，术后定期行心内膜活检 ，使用 4联免疫抑制剂。结果　第 1例存活 5d ，死于低心排及主动脉内球囊反搏 (IABP)的并发症 ，第 4例存活 18月 ，死于中———重度的急、慢性并存的排斥反应 ，余 3例至今存活 ，至今存活时间分别为 5年 8个月、4年 5个月、6月。结论　心脏移植是治疗终末期心脏病的有效手段 ，充分的术前准备 ，良好的心肌保护 ，合理使用免疫抑制剂 ，能取得良好的近远期疗效 ，长期生存病例需注意慢性排斥反应。
0134.txt,同种原位心脏移植2例体会,王得坤; 姜海明; 郑俊猛; 梁毅; 凌飞海; 李晓薇; 叶红雨; 王旭广,岭南心血管病杂志; South China Journal of Cardiovascular Diseases,2004,5,目的　总结 2例同种原位心脏移植的临床经验。方法　男性患者年龄分别为 4 0岁和 4 1岁 ，术前诊断 :1例为风湿性联合瓣膜病 ，另 1例为扩张型心肌病。术前心功能Ⅳ级 ，均为终末期心脏病。超声测定左室舒张末内径(LVEDD)分别为 96mm、1 0 1mm ，射血分数 (EF)为 2 6 %、2 7%，肺动脉压 4 2mmHg、30mmHg。心脏移植手术在全麻低温体外循环下进行 ，行双腔静脉原位心脏移植。供心热缺血时间分别为 3min、4min ，冷缺血时间 1 80min、1 2 5min ，主动脉阻断时间 95min、84min ，心脏均自动复跳。术后早期应用前列腺素E1 ，采用FK5 0 6、甲基强的松龙、骁悉三联抗排异药物治疗。应用心肌内心电图 (IMEG)、心肌活检监测免疫排斥反应。结果　 2例患者全部存活 ，病人术后未发生急性排异反应。出院后随访 1～ 3个月心功能均为Ⅰ～Ⅱ级 ，恢复工作。结论　心脏移植是治疗终末期心脏病的有效方法 ;作为一种监测排斥反应的无创方法 ，IMEG可以明显减少心肌活检的次数。
0135.txt,腔静脉成形改良背驮式肝移植1例报告,王爱坤; 葛苏扬; 王立胜; 浦立勇; 吉林; 李青荷; 王学浩,南京医科大学学报(自然科学版); Acta Academiae Medicinae Nanjing,2004,1,
0136.txt,同种原位心脏移植一例,朱宪明; 刘志平; 梁俊国; 高旭东; 特木热; 张玉龙; 赵龙; 王坚; 孟爱荣; 王桂桃; 王春生,内蒙古医学院学报; Acta Academiae Medicinae Neimongol,2004,1,
0137.txt,原位肝移植5例报告,虞磊; 李建平; 胡明华; 金慧涵; 竺来法; 戴途,南通医学院学报; Journal of Nantong Medical,2004,1,
0138.txt,原位心脏移植4例体外循环分析,盛裕萍; 袁玲玲; 高福民,南通医学院学报; Journal of Nantong Medical,2004,3,目的 :总结原位心脏移植体外循环管理经验。方法 :对采用标准法原位心脏移植 (例 4应用双腔吻合 )的体外循环心肌保护及术中监测要点进行分析。结果 :体外循环总时间 10 5～ 188m in，平均 139m in，供心总缺血时间6 4～ 10 0 min，平均 85 min，热缺血时间 0～ 2 m in，平均 1m in，血球压积 0 .2 0～ 0 .34，平均动脉压 8～ 14 .4 k Pa。3例为自动复跳 ，1例为电击复跳。 4例患者均存活至今 ，生活质量良好。结论 :良好的体外循环管理和心肌保护、合适的预充液组成、连续的监测系统是保证体外循环手术成功的关键因素
0139.txt,同种异体原位肝移植术3例报告,王宏宾; 景鸿恩; 邓勇; 秦伟,青海医药杂志; Qinghai Medical Journal,2004,9,
0140.txt,同种异体肝移植手术的护理配合,孙秀芳,齐鲁护理杂志; Journal of Qilu Nursing,2004,12,目的 :介绍同种异体肝移植手术的各项术前准备及术中护理配合。方法 :做好患者及术前准备工作 ，熟悉手术步骤及用物要求 ，术中密切观察配合。结果 :6例手术平均时长 9 3h ，3例患者健在 ，另外 3例生存时间分别为16 0d、 7d、 4d。结论 :做好充分术前准备 ，术中严密监测 ，医护默契配合 ，可为手术成功创造条件
0141.txt,同种异体原位心脏移植术的护理配合,孙秀芳; 赵烨,齐齐哈尔医学院学报; Journal of Qiqihar Medical,2004,10,
0142.txt,双腔静脉法同种原位心脏移植一例报道,陈长志; 周嘉; 叶青; 成少飞; 池浩; 陈彤宇; 王维俊; 王彬尧; 刘建平; 杜勇平; 王祥瑞,上海第二医科大学学报; Acta Universitatis Medicinalis Secondae Shanghai; 2004年S1期,,,
0143.txt,231例240次肝移植手术方式回顾分析,傅志仁; 王正昕; 丁国善; 傅宏; 张建军; 李先兴; 倪之嘉; 郭闻渊; 施晓敏; 曹晓伟; 史永照,上海医学; Shanghai Medical Journal,2004,11,目的　回顾性分析 2 31例 2 4 0次肝移植的手术方式 ，总结肝移植手术的经验。方法　对 2 0 0 1年10月～ 2 0 0 4年 9月实施的 2 31例 2 4 0次肝移植手术方式进行回顾性分析 ，分析比较经典原位肝移植术、改良背驮式肝移植术及腔静脉成形式肝移植术的临床资料。结果　经典原位肝移植术、改良背驮式肝移植术和腔静脉成形式肝移植术的手术时间分别为 (5 .7± 0 .6 )h、(6 .5± 1.3)h和 (4 .5± 0 .5 )h(P <0 .0 5 ) ，术中无肝期时间分别为 (4 7± 7)min、(4 9± 8)min和 (4 8± 7)min(P >0 .0 5 ) ，术中出血量分别为 (195 0± 5 6 0 )ml、(2 15 0± 85 0 )ml和 (16 5 0± 5 10 )ml(P <0 .0 5 ) ，术后肾功能不全发生率分别为 9.0 %、4 .3%和 11.1% (P <0 .0 5 ) ，围手术期生存率分别为 92 .4 % (11/ 14 4例次 )、91.3% (6 / 6 9例次 )和 88.9(3/ 2 7例次 ) (P >0 .0 5 )。结论　腔静脉成形式肝移植术可缩短手术时间 ，且术中出血量较经典原位肝移植术和改良背驮式肝移植术少 ，改良背驮式肝移植术对肾功能的影响较经典原位肝移植术和腔静脉成形式肝移植术小 ，但 3种手术方式围手术期生存率的差异无显著性。 3种手术方式各有利弊 ，应根据不同病情合理选择应用
0144.txt,心脏移植时供心的保护(附1例报告),杨新卫; 李志英; 郭林静; 梁智星; 任梅惠,山西医科大学学报; Journal of Shanxi Medical University,2004,6,目的　探讨同种异体心脏移植时供心的保护方法。方法　 2 0 0 3- 0 9- 2 8为 1例扩张型心肌病患者行同种异体心脏移植术 ，分析总结本例供心保护过程。结果　手术顺利 ，心脏自动复跳 ，血流动力学稳定 ，术后心功能正常 ，患者现已健康生存近 1年。结论　用改良St·Thomas液 ，结合含血停跳液保护供心 ，可取得满意效果。
0145.txt,小儿Wilson’s病亲属活体部分肝移植围术期处理的探讨,高成杰; 宁吉顺; 李训美; 倪家连; 李清; 李波,实用医学杂志; The Journal of Practical Medicine,2004,12,目的 :总结小儿Wilson’s病亲属活体部分肝移植术围术期处理的特殊性。方法 :1例Wilson’s病患儿在全麻下行亲属活体部分原位肝移植 ，术中连续监测体温、血流动力学、血气、生化、凝血功能及血常规。结果 :与术前相比 ，术中血钾、血糖、凝血功能、血红蛋白、心率、体温均有显著变化。结论 :在确保供体安全的同时维持受体的血流动力学稳定 ，随时纠正水电解质和酸碱平衡的紊乱 ，加强血气、生化及凝血功能的监测与调控是手术顺利完成的关键。
0146.txt,同种原位心脏移植26例,李彤; 蔡振杰; 刘维永; 张卫达; 王晓武; 周更须; 孙国成; 俞世强; 陈敏薛; 卫斌; 杨秀玲,实用医学杂志; The Journal of Practical Medicine,2004,12,目的 :总结 2 6例终末期心脏病患者施行原位心脏移植术的经验。方法 :2 0 0 1年 1月 2 6日至 2 0 0 3年 9月 2 6日 ，先后对 2 6例终末期心脏病患者施行原位心脏移植术。供者均为脑死亡者 ，供心保护采用灌注冷晶体心脏停搏液 ，术式为标准原位心脏移植术 ，术后采用新三联他克莫司 (FK5 0 6)骁悉和泼尼松免疫抑制治疗。结果 :6例死亡 ，2 0例患者存活至今 ，生活质量良好。结论 :选择合适供、受体 ，加强围术期处理及合理免疫抑制治疗是提高心脏移植术后疗效的重要因素。
0147.txt,不同心肌保护液对供心移植保护作用的对比研究,池一凡; 许慧; 侯文明; 孙忠东; 牛兆倬; 杨铁南,中国体外循环杂志; Chinese Journal of Extracorporeal Circulation,2004,2,目的　研究改良心肌保护液对短暂常温热缺血供心移植后的保护作用。方法　 18只家猪随机分为 3组 ，对照组 (C组 ) :不缺血下供心低温灌注St.Thomas液后切取 ，4℃保存 4h后行原位心脏移植 ;热缺血组 (W组 ) :供心灌注低温St.Thomas保护液前常温缺血 5min ，4℃保存 4h后行原位心脏移植 ;改良心肌保护液组 (E组 ) :供心常温缺血 5min后用改良保护液灌注和保存 ，4℃保存 4h后行原位心脏移植。以心脏排出量 (CO)、心肌含水率、丙二醛(MDA)和ATP含量、肌钙蛋白I(cTnI)和心脏超微结构作为观察指标。结果　心肌含水率、MDA含量和cTnI含量E组明显低于W组 (P <0 .0 5 ) ;CO和ATP含量E组明显高于W组 (P <0 .0 5 ) ;E组与C组相比无显著差异 (P>0 .0 5 ) ;超微结构 ，E组损伤较W组明显减轻。结论　改良心肌保护液可有效改善供心因短暂常温热缺血而造成的结构和功能损害。
0148.txt,心脏移植1例报告,吴吉明; 易华文; 魏尚典; 潘道波; 钟发平; 方莉; 陈德祥,中国现代手术学杂志; Chinese Journal of Modern Operative Surgery,2004,6,
0149.txt,劈离式原位肝移植治疗肝豆状核变性患儿临床分析,温浩; 张金辉; 买买提江·阿布都卡得尔; 赵晋明; 王喜艳; 张新峰; 陈启龙; 玉素普·依米提; 郑宏; 王再义; 徐志新; 洪毅; 张跃新; 沙尼亚·尼亚孜,新疆医科大学学报; Journal of Xinjiang Medical University,2004,6,目的 :初步探讨劈离式肝移植治疗肝豆状核变性病的可行性及治疗效果。方法 :于 2 0 0 4年 9月 15日在西北地区首次实施劈离式原位肝移植治疗一家兄妹 (15岁 ，5岁 ) 2例肝豆状核变性患儿。供肝重量 12 80 g ，行胆道造影后合理设计劈肝路途 ，用超声刀和双极电刀逐步劈离成左半肝 (380 g)和右半肝 (90 0g)。采取“背驮式”移植方法分别将右半肝移给哥哥并置胆总管外引流 ，将左半肝移给妹妹并置胆总管活动性内引流。 结果 :整个手术历时 16h ，顺利完成 2例肝移植 ，除胆红素和转氨酶短暂升高外其他生化指标基本正常。术后 3个月 ，2例患儿生活质量、新肝功能良好 ，哥哥谷草转氨酶 4 0IU/L ，谷丙转氨酶 37IU/L ，总胆红素 2 1μmol/L ，白蛋白 38g/L ;妹妹谷草转氨酶 2 5IU/L ，谷丙转氨酶 17IU/L ，总胆红素 17μmol/L ，白蛋白 4 0 g/L。 结论 :劈离式小儿原位肝移植方法可行 ，对影像和手术技术要求高 ，是有效利用供肝的肝移植技术 ，值得推广。
0150.txt,同种异体原位心脏移植供心的切除与保护,王伟; 张中明; 孙全胜; 钱伟民; 周晓彤; 王国祥; 桂鑫; 胡波,徐州医学院学报; Acta Academiae Medicinae Xuzhou,2004,3,目的　探讨心脏移植过程中供心切取要领与供心心肌保护的相关问题。方法　供心切除时采用 4℃改良St.Thomas停博液灌注 ，保留足够的血管长度 ，冷储藏保存。结果　主动脉开放后各项血流动力学指标在正常范围内 ，未见缺血损害。长期随访心功能Ⅰ级。结论　此方法可以获得良好的供心保护。
0151.txt,同种异体肾移植手术的护理配合,曹志英; 谭变霞; 朱玲,延安大学学报(医学科学版); Journal of Yanan University (MED.Sci),2004,4,<正> 2004年6月25日延安大学附属医院成功地施行了首例同种异体肾移植术，手术过程顺利，患者术后恢复良好，各项生命指标正常，现将手术护理配合报告如下。1 术前准备1.1 术前访视术前一日巡回护士到病房，阅读病
0152.txt,同种原位心脏移植二例,王伟; 张中明; 孙全胜; 王国祥; 钱伟民; 周晓彤; 桂鑫,江苏医药; Jiangsu Medical Journal,2004,3,
0153.txt,尸体肝肾联合切取及其临床应用,陈明; 孙则禹; 丁义涛; 吴亚夫; 张古田; 李强; 仇毓东; 兰厚金,江苏医药; Jiangsu Medical Journal,2004,6,
