Item type,Authors,Title,Journal,Publication year,Issue,Date published,ISSN,Abstract,Keywords,Column1,_1,_2,_3,_4,_5
Journal Article,"胡庆华,陈胜喜,罗凡砚,朱国勇",大鼠无心跳供体肺移植尸体肺的保护方法,中南大学学报(医学版),2008,4,2008,1672-7347,"目的:探讨减轻无心跳供体(non-heart-beating donor,NHBD)肺热缺血损伤的方法,以更好地保存尸体肺的结构和功能。方法:将64只SD大鼠随机分成4组,每组8对,用\两套管一支架法\""完成左肺原位移植。HBD组为有心跳供体组",NHBD-N组为无心跳供体且未采取保护措施组,NHBD-V和NHBD-I组分别采取持续机械通气和胸腔冰盐水降温的保护措施。完成肺移植后,比较4组的肺顺应性、肺功能、肺水含量、能量代谢物含量等各项指标。结果:NHBD肺存在较长的热缺血时间,与HBD肺相比肺损伤更为严重。但是NHBD-V和NHBD-I组与NHBD-N组比较,移植术后肺水含量更低(4.21±0.85,4.14±1.33,5.28±1.24
Journal Article,"邓斐文,梁志鹏,陈博艺,宣庆,聂广杰,闫志刚",西维来司钠对肝缺血再灌注后肺损伤保护作用的实验研究,中华普通外科学文献(电子版),2009,5,2009,1674-0793,"目的观察西维来司钠对家兔肝热缺血再灌注肺组织中性粒细胞浸润及IL-8表达的影响并探讨其机制。方法24只家兔被随机分为假手术组、对照组和西维来司钠治疗组,各8只,均于常温全肝门阻断25min,分别于缺血前、再灌注即刻、灌注后1、2、3、4h取血,然后处死家兔取肺组织,ELISA检测血清IL-8水平,HE染色切片观察肺组织病理变化、中性粒细胞数、肺水肿程度,免疫组化检测肺组织IL-8蛋白表达并分析血清IL-8水平与中性粒细胞数的相关性。结果假手术组血清IL-8无明显变化,肺组织未发现IL-8蛋白表达及肺水肿;治疗组IL-8峰值、肺组织中性粒细胞数、IL-8蛋白表达、肺水肿程度均低于对照组相同指标(P<0.05),血清IL-8峰值与4h时肺组织中性粒细胞浸润数成正相关(r=0.788,P<0.01)。结论西维来司钠可能通过抑制肺组织IL-8表达,从而抑制中性粒细胞浸润,达到减轻肝热缺血再灌Β导致的肺损伤。",肝;;再灌注损伤;;酶抑制剂;;兔;;肺损伤,,,,,,
Journal Article,"张玉虎,陈龙,黄凯,熊胜春",缺血后处理对肺脏缺血再灌注损伤的保护作用,医学信息(上旬刊),2010,12,2010,1006-1959,"目的探讨不同缺血后处理对再灌注损伤肺的保护作用,并进行方法优选。方法 50只雄性SD大鼠随机分为5组,每组10只,假手术组(J组)、对照组(IR组)、S1～S3组。测定超氧化物歧化酶(SOD)、丙二醛(MDA)、髓过氧化物酶(MPO)、中性粒细胞弹性蛋白酶(NE)含量,并在光镜下观察肺组织结构变化。结果 J组肺组织测得的SOD值明显高于IR组,而MDA、MPO、NE值又明显低于IR组(P0.05)。光镜下S2组与IR组肺泡间质水肿、增厚,肺泡腔渗出,及中性粒细胞浸润和肺泡结构破坏相似;S1、S3组肺组织结构破坏程度明显轻于IR组。而J组明显好其他组。结论 S1、S3两种缺血后处理方法能减轻肺缺血再灌注损伤。两种保护作用无显著性差异。S2方法无减轻肺缺血再灌注损伤作用。其机制可能与抑制活性氧自由基(ROS)的生成等有关。",肺脏;;缺血再灌注损伤;;缺血后处理,,,,,,
Journal Article,"刘馨烛,李美亭,周荣华,余海,周棱,李茜,刘斌",卡立泊来德预处理减轻离体大鼠肺热缺血再灌注损伤机理的研究,生物医学工程学杂志,2010,1,2010,1001-5515,"探讨选择性Na+/H+交换抑制剂卡立泊来德预处理对离体大鼠肺热缺血/再灌注损伤(WI/RI)的保护机理。建立离体大鼠肺灌流模型,30只大鼠随机分为正常对照组(C组)、缺血再灌注组(IR组)和卡立泊来德组(CP组),连续监测平均肺动脉压(mean pulmonary artery pressure,MPAP)和气道峰值(peak airway pressure,pAwP);再灌注结束进行右支气管肺泡灌洗,记录支气管肺泡灌洗液(bronchoaveolar lavage fluid,BALF)回收率(BALF re-covery rate,BALFRR),测定其总蛋白和白蛋白含量;取左肺组织测定肺组织含水量(lung water content,LWC)、超氧化物歧化酶(superoxide dismutase,SOD)活性和丙二醛(malondialdehyde,MDA)含量,并进行肺组织病理学观察。与IR组比较,CP组的BALF总蛋白、肺组织MDA含量、LWC以及再灌注后MPAP明显降低,肺组织SOD活性明显增高,组织病理形态学变化明显减轻。缺血前经离体肺动脉灌注卡立泊来德,可能通过抑制离子耦联机制降低再灌注过程细胞内钙超载,减轻钙依赖的黄嘌呤氧化酶途径的氧自由基释放,同时促进内源性抗氧化途径,增强组织抗氧化能力,从而有效减轻肺热缺血再灌注损伤。",Na+/H+交换;;卡立泊来德;;肺;;热缺血再灌注损伤,,,,,,
Journal Article,"徐松涛,郭卫刚,谭黎杰,丁建勇,王群",缺血预处理对无心跳供体大鼠移植肺缺血再灌注损伤的保护作用,中国临床医学,2010,1,2010,1008-6358,"目的:研究缺血预处理(IP)对无心跳供体(NHBD)大鼠移植肺缺血再灌注损伤(IRI)的保护作用及机制。方法:将SD大鼠随机配对分成4组,分别为NHBD热缺血1h组(对照组,NHBD1h)、IP组(实验组,IP)I、P+5-羟基葵酸盐组(实验组,IP+5-HD)和IP+二甲基亚砜组(溶剂对照组,IP+DMSO),每组4对。IP方案为开胸后夹闭大鼠左侧肺门5min,开放10min,然后放血处死。热缺血1h、冷缺血4h后行左肺移植。结果:IP组移植肺再灌注10min和1h的右颈动脉血PaO2与自身术前值差优于对照组(P<0.05)。再灌注2h后,IP组左肺静脉血PaO2数值优于对照组(175.5±14.3比132.3±33.8,P<0.05)。再灌注1h和2h时,IP组的双肺顺应性优于对照组(P<0.05)。再灌注2h时,IP组以及IP+DMSO组的血清和移植肺组织丙二醛(MDA)含量、移植肺组织髓过氧化物酶(MPO)活性、肿瘤坏死因子α(TNF-α)、白介素6(IL-6)和凋亡指数显著低于NHBD1h组(P<0.05);总抗氧化能力(T-AOC)高于NHBD1h组(P<0.05);上述指标IP+5HD组与NHBD1h组比较,差异无统计学意义;各组血清TNF-α、IL-6含量之间的差异无统计学意义。光镜和电镜下观察到IP以及IP+DMSO组的细胞结构受损程度较轻,NHBD1h组以及IP+5-HD组细胞损伤较明显。结论:本大鼠模型中,单次5min缺血+10min再灌注的IP方案,对热缺血1h的大鼠NHBD移植肺IRI有较强的早期保护效应,这种保护效应与线粒体ATP敏感的钾通道开放有关。",无心跳供体;;肺移植;;缺血再灌注损伤;;缺血预处理;;ATP敏感的钾通道,,,,,,
Journal Article,"周小兵,蒋美芳,徐三荣,邵启祥",大鼠心脏腹部和颈部移植模型的建立与比较,江苏大学学报(医学版),2010,1,2010,1671-7783,"目的:寻求一种简洁、有效的大鼠异位心脏移植模型,作为器官移植的实验研究方案。方法:受体手术先进行至准备缝合。供体冰块腹部降温至双腋部低温后,打开胸腔,置入冰水快速致心跳停止,单人直视下缝合。腹部模型在Ono法的基础进行改进,将改进后的腹部心脏移植与颈部心肺联合移植方法进行比较。结果:腹部模型手术成功率93.2%(68/73),颈部心肺联合模型成功率80.9%(38/47),腹部移植成功率较高(P0.05)。结论:腹部心脏移植能简化手术操作步骤,增加手术成功率。但颈部心肺联合移植能提供再次移植机会。",心脏移植;;模型;;大鼠,,,,,,
Journal Article,"宋贞涛,李新华,石琦",依达拉奉对大鼠肺热缺血再灌注损伤保护作用的实验研究,中国现代医生,2011,9,2011,1673-9701,"目的通过建立大鼠在体肺热缺血再灌注模型,探讨依达拉奉对大鼠肺缺血再灌注损伤的保护作用及可能机制。方法 40只大鼠随机分为5组,每组8只:①假手术组(A组),仅作开胸处理,静脉注射生理盐水3mL/kg;②缺血再灌注组(IR组),左肺接受45min的缺血,然后接受120min的再灌注,缺血前静脉注射生理盐水3mL/kg;③依达拉奉不同剂量治疗组(C1、C2、C3组),缺血前5min静脉注射稀释剂量的依达拉奉,左肺接受45min的缺血后再接受120min的灌注。实验结束时,留取各组动物的血液样本及左肺组织,测定血浆丙二醛(MDA)含量及肺组织匀浆超氧化物岐化酶(SOD)活性、诱导性一氧化氮合酶(iNOS)活性、肺组织的湿/干比(W/D)。结果 IR组与假手术组相比W/D、MDA含量i、NOS活性均明显升高,SOD活性明显降低;依达拉奉组与IR组相比,C2、C3组W/Di、NOS活性均显著降低(P0.05);MDA含量显著降低,SOD活性明显升高,差异均有统计学意义(P<0.05或P<0.01)。结论依达拉奉可通过清除氧自由基、抑制脂质的过氧化、抑制iNOS的表达、减轻缺血再灌注细胞毒性作用而减轻炎症反应,对大鼠原位热缺血再灌注损伤有一定保护作用。",氧自由基;;肺缺血再灌注损伤;;依达拉奉,,,,,,
Journal Article,"李恒昌,许立新,佘守章,许学兵,胡善鉴,刘焕仪",钠/氢交换抑制剂增强心肌保护液对无心跳猪供心的保护作用,中国体外循环杂志,2011,1,2011,1672-1403,"目的探讨对无心跳供体(NHBD)的心脏进行移植的可行性,以及心肌保护液联合钠/氢交换抑制剂HOE-642对这种供心的保护效果。方法将健康雄性家猪24头随机分为实验组(E组,n=6)和对照组(C组,n=6)(每组12头,供、受各6头)。实验组供者采取主动脉快速完全放血法制成NHBD模型,取其心脏,冷浴保存4 h后进行移植。其中,实验组于供心热缺血前5 min静脉给予HOE-642(2 mg/kg)并以含HOE-642的Stanford液(4℃)灌洗和保存供心;供心吻合前经主动脉根部以含HOE-642的保护液(4℃,4∶1氧合血)灌注1次,吻合期间以同样的方法每隔30 min灌注一次;心脏吻合完毕主动脉开放后5 min内静脉给予HOE-642(2 mg/kg)。对照组供者经主动脉适量放血(心脏不停跳),造成热缺血,然后取其心脏,同样冷浴保存4 h后进行移植,但对照组的供心处理不用HOE-642,而是用等量生理盐水。采集供心主动脉根部放血前、心脏移植完毕主动脉开放后1 h(停机)以及主动脉开放后2 h(实验结束)3个时间点的血流动力学指标,测定供心的心肌含水量及心肌酶学指标,观察心肌细胞组织结构变化。结果两组在主动脉开放后均成功脱机。两组各检测点的左心室舒张末压、左心室峰发展压及左心室压力变化速率的差异均无统计学意义(P>0.05);实验组和对照组心肌组织含水量分别为(78.4±5.2)%和(76.3±3.1)%,其差异无统计学意义(P>0.05);两个时间点的心肌酶学指标差异无统计学意义(P>0.05);光镜下见两组的心肌纤维结构清楚,排列紧密,质未见炎性细胞浸润,也未见变性、坏死,电镜下见心肌细胞超微结构完整。结论 NHBD的供心可用于移植,其效果与有心跳者相近;HOE-642可增强心肌保护液对这种供心的保护效果。",钠/氢交换抑制剂;;HOE-642;;心脏移植;;无心跳供体,,,,,,
Journal Article,"王磊,李元明,陈家骅,李锋,齐海",犬肺原位常温缺血再灌注动物模型的建立及肺保护液的相关研究,山东医药,2012,36,2012,1002-266X,"目的深入研究缺血再灌注对移植肺功能损害的发生机制,建立简便易操作的大动物左肺灌注模型,利用此模型探讨低钾右旋糖酐(LPD)液加硝普钠(SNP)对肺缺血再灌注损伤作用研究。方法选用成年杂种犬12只,随机分为2组:对照组(肺缺血时用LPD液灌洗),实验组(肺缺血时用LPD液加SNP灌洗),建立左肺原位缺血模型。结果实验组和对照组犬肺循环主肺动脉压力,左、右肺动脉压力以及肺损伤指数,血管壁水肿程度,湿干重比的差异均没有统计学意义(P>0.05)。结论该动物模型能够较好反映缺血再灌注对犬移植肺功能的损害,为研究缺血再灌注损伤机制和肺保护液的研究提供了一种理想的动物模型。SNP加入至LPD液在肺缺血时局部灌洗没有确切的肺保护作用。",犬肺;;动物模型;;再灌注损伤,,,,,,
Journal Article,"闫宇博,崔键,张凯,曹守强,刘成,辛衍忠,赵桂彬,韩敬泉,董庆,张翔宇,李吉尧",无心跳供体肺移植中部分液体通气对肺保护的病理学评估,中国组织工程研究,2012,31,2012,2095-4344,"背景:如何在热缺血期给予无心跳供体肺提供保护进而降低移植后原发性移植物失功能是所有研究者和临床医生面前的首要问题。目的:从病理学角度评价部分液体通气在无心跳供体肺移植中对供体肺的保护作用。方法:将36只清洁级SD大鼠随机均分为3组,应用自制16G深静脉留置针作气管插管,行气管切开并连接至呼吸机行机械通气。经颈静脉注入KACL溶液猝死大鼠,用多导生理检测仪连续记录血压,在血压变为0mmHg时,认为造模成功,模型建立后氧气组大鼠继续给予机械通气2h;盐水组和氟化碳组先给予盐水和氟化碳5min的纯氧通气,后从气管插管中注入相当于功能残气量的高氧盐水和高氧氟化碳(10mL/kg),并给予机械通气2h。结果与结论:大体观察盐水组肺脏肿胀,肺组织表面片状出血,肺呈暗红色,气道内有血性水肿液;氧气组见肺脏肿胀较轻,肺表面有少量出血点;氟化碳组肺组织炎症细胞浸润和组织水肿明显减轻。光镜下盐水组和氧气组呈弥漫性肺泡和间质充血、水肿,支气管壁及毛细血管周围有大量的炎性细胞浸润和肺泡过度膨胀,肺泡壁断裂;氟化碳组肺组织细胞结构较为完整,无明显破坏。结果可见部分液体通气可以对无心跳供肺起到很好的保护作用。",部分液体通气;;无心跳供体肺移植;;病理学;;热缺血;;氟化碳,,,,,,
Journal Article,"郭卫刚,谭黎杰,王群,薛亮,徐松涛",热缺血期通气对大鼠无心跳供肺的作用,中国临床医学,2012,2,2012,1008-6358,"目的:探讨大鼠肺移植手术中,心脏停跳后热缺血期通气对大鼠无心跳供肺的影响。方法:雄性Sprague-Dawley(SD)大鼠64只,按供体鼠体质量稍轻于受体鼠的原则,将其随机配成32对。将32对大鼠随机分为热缺血3h不通气组(warm is-chemia with non-ventilation,WNV组)和热缺血3h并机械通气3h组(warm ischemia with ventilation,WV组)2组,每组16对;每组大鼠根据再灌注时间,分为再灌注2h亚组和再灌注24h亚组,每亚组8对。建立大鼠无心跳供肺移植模型,再灌注2h或24h后对移植肺进行血气分析并处死大鼠,取其肺组织,检测肺湿干质量比、肺损伤病理评分、细胞凋亡等指标并在电镜下观察细胞超微结构。结果:左肺静脉的氧分压(PaO2)在WNV组和WV组的2个再灌注2h亚组之间以及2个再灌注24h亚组之间均有显著差异(P<0.05),右颈动脉PaO2仅在2个再灌注24h亚组之间有显著差异(P<0.05);左肺湿干质量比和光镜形态学病理损伤评分在2个再灌注24h亚组之间均有显著差异(P<0.05);细胞凋亡指数在2个再灌注2h亚组之间有显著差异(P<0.05);电镜观察显示WV组细胞超微结构的损伤较WNV组轻。结论:热缺血期通气能够改善大鼠无心跳供肺移植缺血再灌注肺损伤,提示无心跳供肺热缺血时间在低温且肝素化通气状况下可达3h。",肺移植;;无心跳供肺;;缺血再灌注损伤;;通气;;热缺血时间,,,,,,
