id_number,title_ch,authors_ch,institutions,funding,journal,journal_issue,keywords_ch,abstract_ch
425,原位心脏移植2例的体会,莫安胜; 林辉; 温绍科; 李香伟; 黄爱兰; 梁胜景; 龙小毛; 周一凡,广西壮族自治区人民医院心胸外科,广西科学研究与技术开发计划(桂科攻0235024-1),广西医学; Guangxi Medical Journal,2009年02期,心脏移植; 同种异体; 原位,目的探讨心脏移植术前准备、手术方式选择和术后并发症等相关问题。方法对2例实施双腔法原位心脏移植患者的治疗资料进行分析和总结。结果手术后早期恢复顺利，至此，分别已经存活了2.5年和1个月，心功能Ⅰ级，无心率失常，无瓣膜返流现象。结论术前充分了解肺动脉压力和安抚患者情绪，术中根据肺动脉压力选择适当的术式，术后右心衰竭的预防与治疗是心脏移植成功的关键。
57,10-羟基喜树碱对异基因大鼠心脏移植物急性排斥反应的抑制作用,莫春柏; 石炳毅; 蔡明; 钱叶勇; 周文强; 王燕,解放军三零九医院器官移植中心; 解放军三零九医院器官移植中心 100091北京; 100091北京,NA,中华器官移植杂志; Chineae Journal of Organ Transplantation,2002年06期,心脏移植; 大鼠; 喜树碱,目的　探讨 10  羟基喜树碱 (HCPT)对移植物急性排斥反应的免疫抑制作用。方法　以SD大鼠为供者 ，Wistar大鼠为受者 ，行大鼠同种异体异位心脏移植。用中药制剂 10  羟基喜树碱(HCPT)预防和治疗移植物急性排斥反应。结果　HCPT 1.0mg·kg-1·d-1组与对照组比较 ，移植物存活时间明显延长 (6.0 5d/ 11.45d ，P <0 .0 0 1) ;HCPT 2 .0mg·kg-1·d-1组作用更为显著 (>2 41.6d) ，其中 3只大鼠于术后 60d停用HCPT ，移植心脏长期存活 ，超过 73 0d ，并经证实已形成免疫耐受。大鼠心脏移植物发生急性排斥反应时 ，HCPT 10 .0mg·kg-1·d-1能使排斥反应完全逆转 ，移植心脏功能完全恢复正常。较大剂量HCPT可导致轻微的胃肠道反应 ，但未观察到明显的肝、肾、心、脾、睾丸和造血系统损害。结论　HCPT对大鼠移植心脏急性排斥反应具有显著的抑制作用 ，且具有剂量相关性
683,中国心脏死亡捐献供肾器官的维护,昌盛,华中科技大学同济医学院附属同济医院器官移植研究所,NA,临床外科杂志; Journal of Clinical Surgery,2016年10期,心脏死亡; 器官移植; 器官维护,<正>中国公民逝世后器官捐献(Chinese donation after citizen’s death，CDCD)已成为目前我国器官移植的主要供体来源。公民逝世后器官捐献概念的提出具有中国特色，它涵盖了国际上通行的脑死亡器官捐献(donation after brain death，DBD)和心脏死亡器官捐献(donation after cardiac death，DCD)，同时还纳入了中国特色的脑-心双死亡器官捐献(donation after brain and cardiac death，DBCD)。CDCD工作的开展，在一定
117,同种异体原位肝脏移植13例次临床经验,陈焕伟; 甄作均; 苏树英; 许卓明; 费凛; 计勇,佛山市第一人民医院肝胆外科; 佛山市第一人民医院肝胆外科 广东佛山528000; 广东佛山528000; 广东佛山528000,广东省卫生厅医学科研基金(A2000729)~~,第一军医大学学报; Journal of First Military Medical University,2004年04期,肝移植; 肝硬化; 肝肿瘤; 移植，同种,目的总结原位肝脏移植经验。方法对12例患者实施13例次原位肝脏移植(包括1例再次肝移植)，其中5例终末期肝硬化、4例原发性肝癌、1例肝癌术后肝功能衰竭、1例肝豆状核变性、1例慢性肾功能衰竭合并肝炎后肝硬化。手术方式:经典原位肝移植10例，改良背驮式肝移植2例，再次肝移植1例。结果全组成功9例，最长存活超过2年;围手术期死亡4例，直接死亡原因脑出血1例、急性呼吸窘迫综合征1例、急性肾功能衰竭1例、肝动脉血栓1例。结论肝脏移植是治疗各种终末期肝病的有效手段，但应严格掌握适应证，减少术后并发症的发生是提高肝移植成功率及长期存活率的关键。
474,还原型谷胱甘肽阿拓莫兰对供肝组织损伤的保护作用,张斌; 王轩; 李增才; 陆雷,解放军八一医院肝脏移植中心,NA,中国组织工程研究与临床康复; Journal of Clinical Rehabilitative Tissue Engineering Research,2010年18期,阿拓莫兰; 肝移植; 供肝; 细胞保护; 缺血损伤; 还原型谷胱甘肽,背景:如何减轻肝脏灌注保存过程中的损伤，一直是临床研究的重要课题。供肝预处理目前被认为是减轻此类损伤的有效方法，但大部分研究局限于动物实验，在临床应用较少。阿拓莫兰是一种还原型谷胱甘肽，具有代谢调节及解毒的双向作用。目的:观察还原型谷胱甘肽阿拓莫兰对供肝冷热缺血及灌注损伤的保护作用。方法:解放军八一医院肝脏移植中心2003-05/2006-08成功施行了80例肝移植，前42例作为对照组，后38例作为阿拓莫兰组。供肝灌注保存条件相同，阿拓莫兰组在灌注液及保存液中加入阿拓莫兰各2.4g。检测两组供肝组织中ATP及丙二醛的含量，同时对供肝组织作光镜和电镜检查，光镜下观察细胞形态，电镜下计数单位面积内(100μm2)线粒体数。采集受体肝移植后第1天的血样，应用自动生物化学分析仪检测谷丙转氨酶、谷草转氨酶活性及总胆红素浓度。结果与结论:阿拓莫兰组供肝组织中ATP水平明显高于对照组(P<0.01)，丙二醛含量明显低于对照组(P<0.01)，谷丙转氨酶、谷草转氨酶活性及总胆红素浓度均显著低于对照组(P<0.01)。光镜下见阿拓莫兰组供肝组织水肿程度及病理学损害较对照组轻，电镜下则显示其供肝细胞结构清晰，单位面积内线粒体数目明显多于对照组(P<0.01)。提示还原型谷胱甘肽对供肝冷热缺血及灌注中的损伤具有保护作用。
616,心死亡捐献供体器官保护中体外膜肺氧合技术的应用研究进展,王志为; 杨志豪,北京大学医学部中日友好临床学院; 中日友好医院泌尿外科,NA,中华临床医师杂志(电子版); Chinese Journal of Clinicians(Electronic Edition),2013年24期,心死亡器官捐献; 体外膜肺氧合; 器官; 保护,"本文综述体外膜肺氧合(ECMO)在心死亡器官捐献(DCD)中的应用，讨论了""不触碰""时间、ECMO置管及开启时机、ECMO灌注温度、肝素化时机、ECMO支持过程中的炎症反应等相关问题。心死亡器官捐献器官获取过程中，ECMO在改善DCD器官的可用性方面取得了非常好的效果。ECMO的使用可以使器官热缺血时间明显减少，减少热缺血对器官的损伤。但在伦理、法律、ECMO管理技术等方面还存在诸多的争议。"
317,腹部器官联合移植患者长期存活的临床观察,于立新; 余玉明; 邓文锋; 徐健; 叶俊生; 付绍杰; 杜传福; 叶桂荣; 王亦斌; 刘小友; 李川江; 苗芸,南方医科大学南方医院器官移植科; 南方医科大学南方医院器官移植科,全军医学科学技术研究“十五”计划基金重点课题资助项目(01Z049);广东省科技攻关资助项目(2KM05101S),中华外科杂志; Chinese Journal of Surgery,2006年10期,肝移植; 胰腺移植; 十二指肠; 肾移植; 预后,目的总结腹部器官联合移植患者长期存活的临床经验。方法我院从2001年10月至2005年1月共施行19例腹部器官联合移植术，其中胰肾联合移植6例，肝肾联合移植12例，肝胰十二指肠联合移植1例，术后随访10个月~3年8个月，分析总结腹部器官联合移植患者的原发疾病种类，长期存活的影响因素和器官联合移植的免疫学特点。结果19例患者手术均获成功，18例获随访，16例至今存活，2例肝肾联合移植患者死亡，其中1例术后1年6个月死于心肌梗死，1例术后1年1个月死于肺部巨细胞病毒感染。1例肝肾联合移植和2例胰肾联合移植患者各发生1次急性排斥反应，2例肝肾联合移植患者发生他克莫司中毒。18例患者中存活3年以上者4例，2年以上者7例，1年以上者6例，10个月以上者1例。结论腹部器官联合移植是治疗腹部两个器官衰竭的有效办法，影响患者术后长期存活的因素包括选择合适的受者，优质的供体器官，避免外科并发症，术前心肌梗死病史，免疫抑制方案和术后远期病毒感染等。腹部器官联合移植有不同于单器官移植的免疫学特点。
300,大鼠心脏移植急性排斥反应动物模型的建立,王亦斌; 于立新; 王志鹏; 王元占,南方医科大学附属南方医院肾移植中心; 南方医院实验动物中心 广州510515; 广州510515,NA,中国实验动物学报; Acta Laboratorium Animalis Scientia Sinica,2006年01期,心脏移植; 移植物排斥; 模型，动物,目的为探索器官移植后急性排斥反应的一种快速可靠的诊断方法。方法先暴露和游离受体的吻合段血管，再获取供心以缩短移植心脏冷缺血时间;保留供者的心脏及右上肺，将其胸主动脉与受者的腹主动脉间断端侧吻合;开放血流时，先开放远心端再间断开放近心端，同时按摩心脏至心脏搏动规律、有力，其色泽恢复红润，右上肺亦充盈良好。结果A组(n=20)成功16只，动脉吻合口出血2只、心脏复跳失败1只、吻合口狭窄1只;B组(n=20)成功17只，2只死于吻合口出血，1只死于吻合口狭窄。A组手术成功率为80%，B组为85%(P>0.05)。结论(1)先暴露并游离好受体血管吻合段，再获取供心，可以缩短移植心冷缺血时间。(2)边灌注边获取的方法利于快速而又完整的获取供心。(3)在切取和植入的过程中一定要注意低温保护。(4)利用腹主动脉段进行移植，使手术方便易行。左心做功的大鼠腹部心脏移植模型简单、安全、实用，因其左心参与循环而使血流动力学更接近生理状态，是进行心脏移植及血流动力学研究的较理想模型。
567,儿童脑死亡诊断标准(试用草案),樊寻梅; 邵世昌,NA,NA,实用儿科杂志,1990年03期,诊断标准; 脑死亡; 脑电图; 电诊断图; 无反应,<正> 脑死亡是包括脑干在内的全部脑组织的不可逆损害，非脑组织的功能因人工通气和药物支持，有可能维持数小时至数周.脑死亡诊断标准涉及体征，脑电图、脑血流和脑代
481,建立一种快速有效的大鼠腹腔心脏移植模型,王丽平; 刘越; 孟佳; 尹新华; 于卫刚; 贾智博,哈尔滨医科大学附属第二医院老年病科; 哈尔滨医科大学附属第一医院心内科; 哈尔滨医科大学附属第二医院心外科,哈医大二院博士科研基金项目(BS2008-25),中华老年多器官疾病杂志; Chinese Journal of Multiple Organ Diseases in the Elderly,2010年04期,心脏移植; 大鼠; 模型，动物,目的探讨一种快速而有效地建立大鼠腹腔异位心脏移植模型的方法。方法采用Ono术式并加以改良。供心摘取时，于心脏完全停跳后，在主动脉和肺动脉下过1/0丝线，一并结扎上、下腔静脉和肺静脉，提起丝线，同时剪断心脏各血管。实验组(Wistar-SD)和对照组(Wistar-Wistar)每组供、受体各20只。术后受体和移植心脏均存活72h视为手术成功，术后第4天两组供心组织行病理学观察。结果手术成功率为90%，供心摘取时间为(3.2±0.6)min。实验组移植心脏心肌组织呈急性排斥反应表现;对照组无急性排斥反应表现。结论该方法与目前应用较广泛的大鼠改进的Ono术式比较，取心时间明显缩短;实验组非同系(Wistar-SD)异位心脏移植复制出的大鼠供心排斥反应模型，可用于相关实验研究。
333,原位心脏移植2例,张峰; 孟玲玲; 戴炳光; 曲崎,济南市第四人民医院; 山东省千佛山医院; 济南市第四人民医院 山东济南250000; 山东济南250000,NA,菏泽医学专科学校学报; Journal of Heze Medical College,2007年01期,心脏移植/外科手术; 心肌病,NA
529,同种异体原位心脏移植的体外循环管理,宋晓蓉; 姜波; 严中亚; 卢中; 吴一军,安徽医科大学附属省立医院、安徽省立医院心脏外科; 安徽省心血管病研究所,国家自然科学基金项目(81071376),中国临床保健杂志; Chinese Journal of Clinical Healthcare,2013年03期,体外循环; 心脏移植; 移植，同种,目的总结同种异体原位心脏移植术体外循环(CPB)的经验。方法采用中度低温、轻度血液稀释和高流量体外循环灌注技术;术中注意心、肺及肾等重要脏器的保护。经主动脉根部一次灌注4℃改良St.Thomas液500 ml使供心快速停搏，供心离体后用4℃威斯康星大学溶液(UW液)1 000 ml灌注，并置于UW液中低温保存。结果 9例患者手术顺利，平稳脱离体外循环机。住院时间为(63.33±33.39)min，供心缺血时间为(401.83±115.97)min，体外循环时间(121.67±49.25)min。4例于主动脉开放后自动复跳，5例电除颤后复跳。出院时左室射血分数为(73.63±6.26)%。结论良好体外循环管理，有效的供心心肌保护及重要脏器保护是同种异体原位心脏移植术成功的关键。
